Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500547,,BPCL,BHARAT PETROLEUM CORPORATION LTD,Active,A ,10.0,INE029A01011,Refineries/ Petro-Products,Equity
500550,,SIEMENS,SIEMENS LTD,Active,A ,2.0,INE003A01024,Heavy Electrical Equipment,Equity
500570,,TATAMOTORS,TATA MOTORS LTD,Active,A ,2.0,INE155A01022,Commercial Vehicles,Equity
500575,,VOLTAS,VOLTAS LTD,Active,A ,1.0,INE226A01021,Consumer Electronics,Equity
500620,,GESHIP,GREAT EASTERN SHIPPING COLTD,Active,A ,10.0,INE017A01032,Shipping,Equity
500645,,DEEPAKFERT,DEEPAK FERTILISERS  PETROCHEMICALS CORPORATION LTD,Active,A ,10.0,INE501A01019,Commodity Chemicals,Equity
500650,,EXCELINDUS,EXCEL INDUSTRIES LTD,Active,A ,5.0,INE369A01029,Specialty Chemicals,Equity
500655,,GARWARPOLY,GARWARE POLYESTER LTD,Active,X ,10.0,INE291A01017,Commodity Chemicals,Equity
500660,,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD,Active,A ,10.0,INE159A01016,Pharmaceuticals,Equity
500670,,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS  CHEMICALS LTD,Active,A ,10.0,INE113A01013,Fertilizers,Equity
500672,,NOVARTIND,NOVARTIS INDIA LTD,Active,A ,5.0,INE234A01025,Pharmaceuticals,Equity
500674,,SANOFI,SANOFI INDIA LTD,Active,A ,10.0,INE058A01010,Pharmaceuticals,Equity
500680,,PFIZER,PFIZER LTD,Active,A ,10.0,INE182A01018,Pharmaceuticals,Equity
500690,,GSFC,GUJARAT STATE FERTILIZERS  CHEMICALS LTD,Active,A ,2.0,INE026A01025,Fertilizers,Equity
500696,,HINDUNILVR,HINDUSTAN UNILEVER LTD,Active,A ,1.0,INE030A01027,Personal Products,Equity
500710,,AKZOINDIA,AKZO NOBEL INDIA LIMITED,Active,A ,10.0,INE133A01011,Furniture-Furnishing-Paints,Equity
500730,,NOCIL,NOCIL LTD,Active,A ,10.0,INE163A01018,Specialty Chemicals,Equity
500770,,TATACHEM,TATA CHEMICALS LTD,Active,A ,10.0,INE092A01019,Commodity Chemicals,Equity
500777,,TNPETRO,TAMILNADU PETROPRODUCTS LTD,Active,B ,10.0,INE148A01019,Commodity Chemicals,Equity
500780,,ZUARIGLOB,ZUARI GLOBAL LTD,Active,T ,10.0,INE217A01012,Fertilizers,Equity
500790,,NESTLEIND,NESTLE INDIA LTD,Active,A ,10.0,INE239A01016,Packaged Foods,Equity
500800,,TATACONSUM,TATA CONSUMER PRODUCTS LTD,Active,A ,1.0,INE192A01025,Tea & Coffee,Equity
500820,,ASIANPAINT,ASIAN PAINTS LTD,Active,A ,1.0,INE021A01026,Furniture-Furnishing-Paints,Equity
500825,,BRITANNIA,BRITANNIA INDUSTRIES LTD,Active,A ,1.0,INE216A01030,Packaged Foods,Equity
500830,,COLPAL,COLGATEPALMOLIVE INDIA LTD,Active,A ,1.0,INE259A01022,Personal Products,Equity
500840,,EIHOTEL,EIH LTD,Active,A ,2.0,INE230A01023,Hotels,Equity
500850,,INDHOTEL,INDIAN HOTELS COLTD,Active,A ,1.0,INE053A01029,Hotels,Equity
500870,,CASTROLIND,CASTROL INDIA LTD,Active,A ,5.0,INE172A01027,Oil Marketing & Distribution,Equity
500875,,ITC,ITC LTD,Active,A ,1.0,INE154A01025,Cigarettes-Tobacco Products,Equity
500877,,APOLLOTYRE,APOLLO TYRES LTD,Active,A ,1.0,INE438A01022,Auto Tyres & Rubber Products,Equity
500878,,CEATLTD,CEAT LTD,Active,A ,10.0,INE482A01020,Auto Tyres & Rubber Products,Equity
500890,,MODIRUBBER,MODI RUBBER LTD,Active,T ,10.0,INE832A01018,Auto Tyres & Rubber Products,Equity
500940,,FINOLEXIND,FINOLEX INDUSTRIES LTD,Active,A ,10.0,INE183A01016,Plastic Products,Equity
501110,,SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD,Active,XT,10.0,INE371U01015,Other Financial Services,Equity
501111,,ZGOLDINV,GOLD ROCK INVESTMENTS LTD,Active,XT,10.0,INE598F01014,Comm.Trading  & Distribution,Equity
501144,,PEOPLIN,PEOPLES INVESTMENTS LTD,Active,XT,10.0,INE644U01015,Misc.Commercial Services,Equity
501148,,DSINVEST,DALAL STREET INVESTMENTS LTD,Active,XT,10.0,INE422D01012,Investment Companies,Equity
501150,,CENTRUM,CENTRUM CAPITAL LTD,Active,B ,1.0,INE660C01027,Other Financial Services,Equity
501242,,TCIFINANCE,TCI FINANCE LTD,Active,B ,10.0,INE911B01018,Finance (including NBFCs),Equity
501261,,KRATOSENER,KRATOS ENERGY  INFRASTRUCTURE LTD,Active,XT,10.0,INE567L01017,Other Financial Services,Equity
501270,,ANTARIKSH,ANTARIKSH INDUSTRIES LTD,Active,XT,10.0,INE825M01017,Realty,Equity
501295,,IITL,INDUSTRIAL INVESTMENT TRUST LTD,Active,B ,10.0,INE886A01014,Finance (including NBFCs),Equity
501298,,INDPRUD,INDUSTRIAL  PRUDENTIAL INVESTMENTS COLTD,Active,X ,10.0,INE620D01011,Investment Companies,Equity
501301,,TATAINVEST,TATA INVESTMENT CORPORATION LTD,Active,A ,10.0,INE672A01018,Holding Companies,Equity
501311,,JAYBHCR,JAYABHARAT CREDIT LTD,Active,XT,10.0,INE998D01011,Finance (including NBFCs),Equity
501314,,PRISMX,PRISMX GLOBAL VENTURES LTD,Active,X ,10.0,INE286N01010,Comm.Trading  & Distribution,Equity
501343,,MOTOGENFIN,MOTOR  GENERAL FINANCE LTD,Active,B ,5.0,INE861B01023,Finance (including NBFCs),Equity
501351,,RAPIDIN,RAPID INVESTMENTS LTD,Active,XT,10.0,INE154M01012,Misc.Commercial Services,Equity
501370,,WALCHPF,WALCHAND PEOPLEFIRST LTD,Active,X ,10.0,INE695D01021,Consulting Services,Equity
501386,,ZSWASTSA,SWASTIK SAFE DEPOSIT  INVESTMENTS LTD,Active,XT,10.0,INE094R01019,Other Financial Services,Equity
501391,,WHBRADY,WHBRADY  COLTD,Active,X ,10.0,INE855A01019,Comm.Trading  & Distribution,Equity
501421,,TECHNVISN,TECHNVISION VENTURES LTD,Active,XT,10.0,INE314H01012,IT Software Products,Equity
501423,,SHAILY,SHAILY ENGINEERING PLASTICS LTD,Active,X ,10.0,INE151G01010,Plastic Products,Equity
501425,,BBTC,BOMBAY BURMAH TRADING CORPLTD,Active,A ,2.0,INE050A01025,Tea & Coffee,Equity
501430,,BOMBCYC,BOMBAY CYCLE  MOTOR AGENCY LTD,Active,X ,10.0,INE691K01017,Comm.Trading  & Distribution,Equity
501455,,GREAVESCOT,GREAVES COTTON LTD,Active,A ,2.0,INE224A01026,Industrial Machinery,Equity
501477,,MULLER,MULLER  PHIPPS INDIA LTD,Active,XT,10.0,INE003F01015,Comm.Trading  & Distribution,Equity
501622,,AMALGAM,AMALGAMATED ELECTRICITY COLTD,Active,XT,5.0,INE492N01022,Misc.Commercial Services,Equity
501630,,ANANDPROJ,ANAND PROJECTS LTD,Active,XT,10.0,INE134R01013,Construction & Engineering,Equity
501700,,INDIANVSH,INDIANIVESH LTD,Active,X ,1.0,INE131H01028,Finance (including NBFCs),Equity
501831,,COASTCORP,COASTAL CORPORATION LTD,Active,X ,10.0,INE377E01016,Packaged Foods,Equity
501848,,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD,Active,B ,10.0,INE446C01013,Shipping,Equity
501945,,DHENUBUILD,DHENU BUILDCON INFRA LTD,Active,X ,1.0,INE758D01027,Finance (including NBFCs),Equity
502015,,ASIIL,ASI INDUSTRIES LTD,Active,X ,1.0,INE443A01030,Mining,Equity
502090,,SAGCEM,SAGAR CEMENTS LTD,Active,A ,10.0,INE229C01013,Cement & Cement Products,Equity
502137,,DECCANCE,DECCAN CEMENTS LTD,Active,B ,5.0,INE583C01021,Cement & Cement Products,Equity
502157,,MANGLMCEM,MANGALAM CEMENT LTD,Active,A ,10.0,INE347A01017,Cement & Cement Products,Equity
502168,,NCLIND,NCL INDUSTRIES LTD,Active,A ,10.0,INE732C01016,Cement & Cement Products,Equity
502175,,SAURASHCEM,SAURASHTRA CEMENT LTD,Active,X ,10.0,INE626A01014,Cement & Cement Products,Equity
502180,,SHREDIGCEM,SHREE DIGVIJAY CEMENT COLTD,Active,B ,10.0,INE232A01011,Cement & Cement Products,Equity
502216,,BOMBPOT,BOMBAY POTTERIES  TILES LTD,Active,ZP,100.0,INE06AE01018,Realty,Equity
502219,,BORORENEW,BOROSIL RENEWABLES LTD,Active,A ,1.0,INE666D01022,Houseware,Equity
502250,,LERTHAI,LERTHAI FINANCE LTD,Active,XT,10.0,INE347D01011,Construction Materials,Equity
502271,,RASSIREF,RAASI REFRACTORIES LTD,Active,X ,10.0,INE858D01017,Other Industrial Goods,Equity
502281,,TRIVENIGQ,TRIVENI GLASS LTD,Active,X ,10.0,INE094C01011,Construction Materials,Equity
502294,,NILACHAL,NILACHAL REFRACTORIES LTD,Active,X ,10.0,INE416N01013,Construction Materials,Equity
502330,,ANDHRAPAP,ANDHRA PAPER LTD,Active,B ,10.0,INE435A01028,Paper & Paper Products,Equity
502355,,BALKRISIND,BALKRISHNA INDUSTRIES LTD,Active,A ,2.0,INE787D01026,Auto Tyres & Rubber Products,Equity
502420,,ORIENTPPR,ORIENT PAPER  INDUSTRIES LTD,Active,B ,1.0,INE592A01026,Paper & Paper Products,Equity
502445,,CITADEL,CITADEL REALTY AND DEVELOPERS LTD,Active,X ,10.0,INE906D01014,Realty,Equity
502448,,ROLLT,ROLLATAINERS LTD,Active,T ,1.0,INE927A01040,Containers & Packaging,Equity
502450,,SESHAPAPER,SESHASAYEE PAPER  BOARDS LTD,Active,A ,2.0,INE630A01024,Paper & Paper Products,Equity
502460,,SOLIDCO,SOLID CONTAINERS LTD,Active,X ,10.0,INE134U01017,Paper & Paper Products,Equity
502563,,SHBHAWPA,SHREE BHAWANI PAPER MILLS LTD,Active,Z ,10.0,INE688C01010,Paper & Paper Products,Equity
502587,,NATHIND,NATH INDUSTRIES LTD,Active,X ,10.0,INE777A01023,Paper & Paper Products,Equity
502589,,VAPIPPR,VAPI PAPER MILLS LTD,Active,XT,10.0,INE464D01014,Paper & Paper Products,Equity
502742,,SINTEX,SINTEX INDUSTRIES LTD,Active,T ,1.0,INE429C01035,Textiles,Equity
502820,,DCM,DCM LTD,Active,B ,10.0,INE498A01018,Other Industrial Products,Equity
502850,,ZGAEKWAR,GAEKWAR MILLS LTD,Active,XT,10.0,INE837X01027,Textiles,Equity
502865,,FORBESCO,FORBES  COMPANY LTD,Active,B ,10.0,INE518A01013,Industrial Machinery,Equity
502873,,HPCOTTON,HPCOTTON TEXTILE MILLS LTD,Active,X ,10.0,INE950C01014,Textiles,Equity
502893,,UNITEDINT,UNITED INTERACTIVE LTD,Active,X ,10.0,INE706D01018,Internet Software & Services,Equity
502901,,JAMSHRI,JAMSHRI REALTY LTD,Active,X ,1000.0,INE462D01026,Textiles,Equity
502933,,KATRSPG,KATARE SPINNING MILLS LTD,Active,XT,10.0,INE498G01015,Textiles,Equity
502937,,KESORAMIND,KESORAM INDUSTRIES LTD,Active,B ,10.0,INE087A01019,Diversified,Equity
502958,,LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD,Active,X ,100.0,INE938C01019,Textiles,Equity
502986,,VTL,VARDHMAN TEXTILES LTD,Active,A ,10.0,INE825A01012,Textiles,Equity
503015,,MODERN,MODERN INDIA LTD,Active,XT,2.0,INE251D01023,Comm.Trading  & Distribution,Equity
503031,,PENINLAND,PENINSULA LAND LTD,Active,B ,2.0,INE138A01028,Realty,Equity
503092,,PASUSPG,PASUPATI SPG WVGMILLS LTD,Active,Z ,10.0,INE909B01020,Textiles,Equity
503100,,PHOENIXLTD,THE PHOENIX MILLS LTD,Active,A ,2.0,INE211B01039,Realty,Equity
503101,,MARATHON,MARATHON NEXTGEN REALTY LTD,Active,B ,5.0,INE182D01020,Realty,Equity
503127,,RAJABAH,RAJA BAHADUR INTERNATIONAL LTD,Active,XT,100.0,INE491N01016,Diversified,Equity
503162,,RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LTD,Active,X ,10.0,INE750D01016,Textiles,Equity
503169,,RUBYMILLS,RUBY MILLS LTD,Active,B ,5.0,INE301D01026,Textiles,Equity
503229,,SIMPLXREA,SIMPLEX REALTY LTD,Active,X ,10.0,INE167H01014,Realty,Equity
503310,,SWANENERGY,SWAN ENERGY LTD,Active,A ,1.0,INE665A01038,Textiles,Equity
503349,,VICTMILL,VICTORIA MILLS LTD,Active,X ,100.0,INE203D01016,Textiles,Equity
503622,,ZSVTRADI,SVTRADING  AGENCIES LTD,Active,XT,10.0,INE404N01019,Other Financial Services,Equity
503624,,ZSVARAJT,SVARAJ TRADING  AGENCIES LTD,Active,XT,10.0,INE406N01014,Other Financial Services,Equity
503635,,SALSAIN,SHREE SALASAR INVESTMENT LTD,Active,XT,10.0,INE315N01017,Other Financial Services,Equity
503639,,INDSOYA,INDSOYA LTD,Active,P ,10.0,INE314N01010,Misc.Commercial Services,Equity
503641,,ZODIACVEN,ZODIAC VENTURES LIMITED,Active,XT,1.0,INE945J01027,Consulting Services,Equity
503657,,VEERENRGY,VEER ENERGY  INFRASTRUCTURE LTD,Active,X ,10.0,INE255E01030,Electric Utilities,Equity
503659,,SW1,SW INVESTMENTS LTD,Active,XT,10.0,INE948K01011,Misc.Commercial Services,Equity
503663,,TILAK,TILAK VENTURES LTD,Active,X ,1.0,INE026L01022,Investment Companies,Equity
503669,,KKFIN,K K FINCORP LIMITED,Active,XT,10.0,INE509J01013,Misc.Commercial Services,Equity
503671,,UNIJOLL,UNIJOLLY INVESTMENTS COLTD,Active,XT,10.0,INE130N01010,Other Financial Services,Equity
503675,,WAGEND,WAGEND INFRA VENTURE LIMITED,Active,X ,2.0,INE786K01023,Misc.Commercial Services,Equity
503681,,ELCIDIN,ELCID INVESTMENTS LTD,Active,XT,10.0,INE927X01018,Misc.Commercial Services,Equity
503689,,HEALINV,HEALTHY INVESTMENTS LTD,Active,XT,10.0,INE160N01017,Misc.Commercial Services,Equity
503691,,SAHARA,SAHARA ONE MEDIA  ENTERTAINMENT LTD,Active,XT,10.0,INE479B01016,Broadcasting & Cable TV,Equity
503696,,SHRENTI,SHREENATH INVESTMENTS COLTD,Active,XT,10.0,INE475V01012,Misc.Commercial Services,Equity
503722,,BANSWRAS,BANSWARA SYNTEX LTD,Active,B ,10.0,INE629D01012,Textiles,Equity
503776,,MODIPON,MODIPON LTD,Active,X ,10.0,INE170C01019,Agrochemicals,Equity
503804,,SHRIDINE,SHRI DINESH MILLS LTD,Active,X ,10.0,INE204C01024,Textiles,Equity
503806,,SRF,SRF LTD,Active,A ,10.0,INE647A01010,Diversified,Equity
503811,,SIYSIL,SIYARAM SILK MILLS LTD,Active,B ,2.0,INE076B01028,Textiles,Equity
503816,,SWADPOL,SWADESHI POLYTEX LTD,Active,XT,1.0,INE243N01029,Textiles,Equity
503863,,SHRMFGC,SHREE MANUFACTURING COLTD,Active,XT,10.0,INE632A01012,Textiles,Equity
503893,,ZSATYASL,SATYAM SILK MILLS LTD,Active,P ,10.0,INE07MC01015,Other Financial Services,Equity
503960,,BBL,BHARAT BIJLEE LTD,Active,A ,10.0,INE464A01028,Other Elect.Equip./ Prod.,Equity
504000,,ELPROINTL,ELPRO INTERNATIONAL LTD,Active,X ,1.0,INE579B01039,Other Elect.Equip./ Prod.,Equity
504008,,EMCO,EMCO LTD,Active,Z ,2.0,INE078A01026,Heavy Electrical Equipment,Equity
504028,,GEE,GEE LTD,Active,X ,2.0,INE064H01021,Other Industrial Goods,Equity
504036,,HIRECT,HIND RECTIFIERS LTD,Active,B ,2.0,INE835D01023,Electronic Components,Equity
504058,,NIPPOBATRY,INDONATIONAL LTD,Active,B ,10.0,INE567A01010,Non-Durable Household Prod.,Equity
504067,,ZENSARTECH,ZENSAR TECHNOLOGIES LTD,Active,A ,2.0,INE520A01027,IT Consulting & Software,Equity
504076,,JYOTI,JYOTI LTD,Active,X ,10.0,INE511D01012,Heavy Electrical Equipment,Equity
504080,,JSLINDL,JSL INDUSTRIES LTD,Active,XT,10.0,INE581L01018,Other Elect.Equip./ Prod.,Equity
504084,,KAYCEEI,KAYCEE INDUSTRIES LTD,Active,X ,100.0,INE813G01015,Other Elect.Equip./ Prod.,Equity
504092,,INDOKEM,INDOKEM LTD,Active,X ,10.0,INE716F01012,Specialty Chemicals,Equity
504093,,PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD,Active,X ,10.0,INE795A01017,Non-Durable Household Prod.,Equity
504112,,NELCO,NELCO LTD,Active,A ,10.0,INE045B01015,IT Networking Equipment,Equity
504132,,PERMAGN,PERMANENT MAGNETS LTD,Active,X ,10.0,INE418E01018,Other Industrial Goods,Equity
504176,,HIGHENE,HIGH ENERGY BATTERIES INDIA LTD,Active,X ,10.0,INE783E01015,Non-Durable Household Prod.,Equity
504180,,STDBAT,STANDARD BATTERIES LTD,Active,XT,1.0,INE502C01039,Finance (including NBFCs),Equity
504212,,UNIVCABLES,UNIVERSAL CABLES LTD,Active,B ,10.0,INE279A01012,Other Elect.Equip./ Prod.,Equity
504220,,WSIND,WSINDUSTRIES INDIA LTD,Active,B ,10.0,INE100D01014,Industrial Machinery,Equity
504240,,DLTNCBL,DELTON CABLES LTD,Active,X ,10.0,INE872E01016,Other Elect.Equip./ Prod.,Equity
504258,,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD,Active,X ,10.0,INE284C01018,Other Elect.Equip./ Prod.,Equity
504273,,MODULEX,MODULEX CONSTRUCTION TECHNOLOGIES LTD,Active,X ,10.0,INE064R01012,Construction & Engineering,Equity
504286,,DELTAMAGNT,DELTA MANUFACTURING LTD,Active,B ,10.0,INE393A01011,Other Elect.Equip./ Prod.,Equity
504335,,PAZEL,PAZEL INTERNATIONAL LTD,Active,XT,1.0,INE040N01029,Comm.Trading  & Distribution,Equity
504340,,CONFINT,CONFIDENCE FINANCE AND TRADING LIMITED,Active,XT,10.0,INE180M01033,Other Financial Services,Equity
504341,,RELTD,RAVINDRA ENERGY LTD,Active,X ,10.0,INE206N01018,Other Financial Services,Equity
504346,,GDTRAGN,GDTRADING  AGENCIES LTD,Active,P ,10.0,INE713N01013,Other Financial Services,Equity
504356,,ZMULTIPU,MULTIPURPOSE TRADING  AGENCIES LTD,Active,XT,10.0,INE017P01014,Misc.Commercial Services,Equity
504360,,REMISIN,REMI SALES  ENGINEERING LTD,Active,XT,10.0,INE130I01010,Comm.Trading  & Distribution,Equity
504365,,RIDHISYN,RIDHI SYNTHETICS LTD,Active,P ,10.0,INE07LK01010,Other Financial Services,Equity
504375,,SOFTBPO,SOFTBPO GLOBAL SERVICES LTD,Active,P ,10.0,INE459E01012,IT Consulting & Software,Equity
504378,,NYSSACORP,NYSSA CORPORATION LIMITED,Active,XT,1.0,INE812K01027,Comm.Trading  & Distribution,Equity
504380,,FLOMIC,FLOMIC GLOBAL LOGISTICS LTD,Active,Z ,10.0,INE952M01019,Comm.Trading  & Distribution,Equity
504390,,AVTIL,AVTIL ENTERPRISE LTD,Active,XT,10.0,INE292N01018,Other Financial Services,Equity
504392,,KRISHNA,KRISHNA VENTURES LIMITED,Active,XT,10.0,INE537L01010,Other Financial Services,Equity
504397,,GANHOLD,GANESH HOLDINGS LTD,Active,XT,10.0,INE932M01011,Misc.Commercial Services,Equity
504398,,SJCORP,SJ CORPORATION LTD,Active,X ,1.0,INE312B01027,Other Apparels & Accessories,Equity
504605,,UNIABEXAL,UNI ABEX ALLOY PRODUCTS LTD,Active,X ,10.0,INE361D01012,Iron & Steel Products,Equity
504614,,SARDAEN,SARDA ENERGY  MINERALS LTD,Active,B ,10.0,INE385C01013,Iron & Steel/Interm.Products,Equity
504646,,BGWTATO,BHAGWATI AUTOCAST LTD,Active,X ,10.0,INE106G01014,Auto Parts & Equipment,Equity
504648,,BOMBWIR,BOMBAY WIRE ROPES LTD,Active,XT,1.0,INE089T01023,Iron & Steel Products,Equity
504673,,UNIVPRIM,UNIVERSAL PRIME ALUMINIUM LTD,Active,XT,10.0,INE621D01019,Aluminium,Equity
504697,,GALADA,GALADA POWER  TELECOMMUNICATION LTD,Active,Z ,10.0,INE255C01018,Other Elect.Equip./ Prod.,Equity
504717,,STRIPMT,STEEL STRIPS LTD,Active,XT,10.0,INE01RN01014,Iron & Steel/Interm.Products,Equity
504731,,IBRIGST,INDIAN BRIGHT STEEL COLTD,Active,XT,10.0,INE566M01017,Iron & Steel/Interm.Products,Equity
504741,,INDIANHUME,INDIAN HUME PIPE COLTD,Active,A ,2.0,INE323C01030,Cement & Cement Products,Equity
504746,,INLCM,INDIAN LINK CHAIN MANUFACTURES LTD,Active,P ,100.0,INE359D01016,Other Industrial Products,Equity
504786,,INVPRECQ,INVESTMENT  PRECISION CASTINGS LTD,Active,X ,10.0,INE155E01016,Other Industrial Products,Equity
504810,,INFORTEC,INFORMED TECHNOLOGIES INDIA LTD,Active,X ,10.0,INE123E01014,BPO/KPO,Equity
504840,,KAIRA,KAIRA CAN COLTD,Active,X ,10.0,INE375D01012,Containers & Packaging,Equity
504879,,ORIENTABRA,ORIENT ABRASIVES LTD,Active,B ,1.0,INE569C01020,Other Industrial Products,Equity
504882,,NATIONSTD,NATIONAL STANDARD INDIA LTD,Active,XT,10.0,INE166R01015,Realty,Equity
504908,,DUNCANENG,DUNCAN ENGINEERING LTD,Active,X ,10.0,INE340F01011,Auto Parts & Equipment,Equity
504918,,SANDUMA,SANDUR MANGANESE  IRON ORES LTD,Active,X ,10.0,INE149K01016,Mining,Equity
504959,,STOVACQ,STOVEC INDUSTRIES LTD,Active,X ,10.0,INE755D01015,Industrial Machinery,Equity
504961,,TATAYODOGA,TAYO ROLLS LTD,Active,XT,10.0,INE895C01011,Iron & Steel/Interm.Products,Equity
504966,,TINPLATE,TINPLATE COMPANY OF INDIA LTD,Active,A ,10.0,INE422C01014,Containers & Packaging,Equity
504973,,CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDINGS LTD,Active,A ,1.0,INE149A01033,Holding Companies,Equity
504988,,ZWELCAST,WELCAST STEELS LTD,Active,X ,10.0,INE380G01015,Other Industrial Products,Equity
504998,,WMINIMT,WESTERN MINISTIL LTD,Active,P ,10.0,INE187U01015,Iron & Steel/Interm.Products,Equity
505010,,AUTOAXLES,AUTOMOTIVE AXLES LTD,Active,A ,10.0,INE449A01011,Auto Parts & Equipment,Equity
505036,,ACGL,AUTOMOBILE CORPORATION OF GOA LTD,Active,X ,10.0,INE451C01013,Auto Parts & Equipment,Equity
505075,,SETCO,SETCO AUTOMOTIVE LTD,Active,B ,2.0,INE878E01021,Auto Parts & Equipment,Equity
505141,,SCOOTER,SCOOTERS INDIA LTD,Active,T ,10.0,INE959E01011,2/3 Wheelers,Equity
505160,,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD,Active,B ,10.0,INE187D01011,Auto Parts & Equipment,Equity
505163,,ZFSTEERING,ZFSTEERING GEAR INDIA LTD,Active,X ,10.0,INE116C01012,Auto Parts & Equipment,Equity
505192,,SMLISUZU,SML ISUZU LIMITED,Active,A ,10.0,INE294B01019,Commercial Vehicles,Equity
505196,,TIL,TIL LTD,Active,B ,10.0,INE806C01018,Transport Related Services,Equity
505200,,EICHERMOT,EICHER MOTORS LTD,Active,A ,1.0,INE066A01021,2/3 Wheelers,Equity
505212,,JAINEX,JAINEX AAMCOL LTD,Active,XT,10.0,INE280F01019,Auto Parts & Equipment,Equity
505216,,ALFREDHE,ALFRED HERBERT INDIA LTD,Active,X ,10.0,INE782D01027,Finance (including NBFCs),Equity
505232,,VELJAN,VELJAN DENISON LIMITED,Active,X ,10.0,INE232E01013,Auto Parts & Equipment,Equity
505242,,DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD,Active,B ,10.0,INE221B01012,Industrial Machinery,Equity
505250,,GGDANDE,GGDANDEKAR MACHINE WORKS LTD,Active,X ,1.0,INE631D01026,Industrial Machinery,Equity
505255,,GMM,GMM PFAUDLER LTD,Active,A ,2.0,INE541A01023,Industrial Machinery,Equity
505283,,KIRLPNU,KIRLOSKAR PNEUMATIC COLTD,Active,X ,2.0,INE811A01020,Industrial Machinery,Equity
505285,,TULIVE,TULIVE DEVELOPERS LIMITED,Active,XT,10.0,INE637D01015,Other Industrial Goods,Equity
505299,,KPT,KPT INDUSTRIES LTD,Active,X ,5.0,INE731D01024,Industrial Machinery,Equity
505302,,LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS LTD,Active,X ,10.0,INE718M01014,Industrial Machinery,Equity
505320,,LYNMC,LYNX MACHINERY  COMMERCIALS LTD,Active,X ,10.0,INE732D01014,Industrial Machinery,Equity
505324,,MANUGRAPH,MANUGRAPH INDIA LTD,Active,B ,2.0,INE867A01022,Industrial Machinery,Equity
505336,,MIRCH,MIRCH TECHNOLOGIES INDIA LTD,Active,XT,10.0,INE098E01018,Industrial Machinery,Equity
505355,,NESCO,NESCO LTD,Active,A ,2.0,INE317F01035,Misc.Commercial Services,Equity
505358,,INTEGRAEN,INTEGRA ENGINEERING INDIA LTD,Active,X ,1.0,INE984B01023,Industrial Machinery,Equity
505368,,REVATHI,REVATHI EQUIPMENT LTD,Active,B ,10.0,INE617A01013,Industrial Machinery,Equity
505400,,TEXINFRA,TEXMACO INFRASTRUCTURE  HOLDINGS LTD,Active,B ,1.0,INE435C01024,Realty,Equity
505412,,WENDT,WENDT INDIA LTD,Active,B ,10.0,INE274C01019,Industrial Machinery,Equity
505504,,SINDUVA,SINDU VALLEY TECHNOLOGIES LTD,Active,P ,10.0, ,IT Consulting & Software,Equity
505509,,RESPONIND,RESPONSIVE INDUSTRIES LTD,Active,A ,1.0,INE688D01026,Furniture-Furnishing-Paints,Equity
505515,,SHYMINV,SHYAMKAMAL INVESTMENTS LTD,Active,XT,10.0,INE203N01015,Other Financial Services,Equity
505523,,MAHACORP,MAHARASHTRA CORPORATION LTD,Active,XT,1.0,INE272E01027,Comm.Trading  & Distribution,Equity
505526,,DOLAT,DOLAT INVESTMENTS LTD,Active,B ,1.0,INE966A01022,Other Financial Services,Equity
505533,,WESTLIFE,WESTLIFE DEVELOPMENT LTD,Active,A ,2.0,INE274F01020,Restaurants,Equity
505537,,ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD,Active,A ,1.0,INE256A01028,Broadcasting & Cable TV,Equity
505576,,GOLDCORP,GOLDCREST CORPORATION LIMITED,Active,X ,10.0,INE505D01014,Finance (including NBFCs),Equity
505583,,WWTECHHOL,W W TECHNOLOGY HOLDINGS LTD,Active,XT,10.0,INE972M01017,Realty,Equity
505585,,ZKOVALIN,KOVALAM INVESTMENT  TRADING COLTD,Active,XT,10.0,INE735U01011,Misc.Commercial Services,Equity
505590,,SVPGLOB,SVP GLOBAL VENTURES LTD,Active,XT,1.0,INE308E01029,Textiles,Equity
505594,,MULTIIN,MULTIPLUS HOLDINGS LTD,Active,XT,10.0,INE886E01016,Misc.Commercial Services,Equity
505650,,SKYLMILAR,SKYLINE MILLARS LTD,Active,X ,1.0,INE178E01026,Commercial Vehicles,Equity
505658,,REMIPRO,REMI PROCESS PLANT  MACHINERY LTD,Active,XT,10.0,INE513H01019,Industrial Machinery,Equity
505681,,BIMETAL,BIMETAL BEARINGS LTD,Active,X ,10.0,INE469A01019,Auto Parts & Equipment,Equity
505685,,TAPARIA,TAPARIA TOOLS LTD,Active,XT,10.0,INE614R01014,Iron & Steel Products,Equity
